Limpiar| B| MAJOR_CLAIM| NA| NA| 0
Lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
dejaron| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
muy| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
bien| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
si| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
veis| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ahora| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Tenemos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
creamos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Barrios| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
guarros| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
porque| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
somos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
así| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| O| NA| NA| NA| 0
Yo| B| PREMISE| EXEMPLIFICATION| SUPPORT| -10
he| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
estado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
en| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
el| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
extranjero| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
educación| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
pensamiento| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
civico| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
tiene| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
nada| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
ver| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
con| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
hay| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
en| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
este| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
páis| I| PREMISE| EXEMPLIFICATION| SUPPORT| -10
.| O| NA| NA| NA| 0
Hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
tocar| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
todos| O| NA| NA| NA| 0
lados| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Primero| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
adultos| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ahí| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
abajo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Podrias| B| CLAIM| NA| NA| 0
haber| I| CLAIM| NA| NA| 0
ampliado| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
terreno| I| CLAIM| NA| NA| 0
al| I| CLAIM| NA| NA| 0
resto| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
barrios| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
solo| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
Vallecas| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Todo| B| PREMISE| EXPLANATION| SUPPORT| -1
Madrid| I| PREMISE| EXPLANATION| SUPPORT| -1
,| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
especial| O| NA| NA| NA| 0
los| B| PREMISE| PRECISION| SUPPORT| -1
barrios| I| PREMISE| PRECISION| SUPPORT| -1
periféricos| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
mi| I| PREMISE| PRECISION| SUPPORT| -1
opinión| I| PREMISE| PRECISION| SUPPORT| -1
son| I| PREMISE| PRECISION| SUPPORT| -1
los| I| PREMISE| PRECISION| SUPPORT| -1
más| I| PREMISE| PRECISION| SUPPORT| -1
descuidados| I| PREMISE| PRECISION| SUPPORT| -1
.| O| NA| NA| NA| 0
En| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
San| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Blas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
he| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
llegado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ver| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
kiwi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
reventado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
en| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
medio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
calle| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
casi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
una| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
semana| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
pañal| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
usado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
o| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
sé| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
durante| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
casi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
mismo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| O| NA| NA| NA| 0

Y| B| CLAIM| NA| NA| 0
qué| I| CLAIM| NA| NA| 0
tal| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
campaña| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
educar| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
ciudadanía| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
enseñarla| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
ser| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
limpia| I| CLAIM| NA| NA| 0
?| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
No| B| PREMISE| REASON| SUPPORT| -1
recuerdo| I| PREMISE| REASON| SUPPORT| -1
ningúna| I| PREMISE| REASON| SUPPORT| -1
campaña| I| PREMISE| REASON| SUPPORT| -1
enfocada| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
enseñar| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
gente| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
mantener| I| PREMISE| REASON| SUPPORT| -1
limpia| I| PREMISE| REASON| SUPPORT| -1
su| I| PREMISE| REASON| SUPPORT| -1
ciudad| I| PREMISE| REASON| SUPPORT| -1
,| O| NA| NA| NA| 0
tampoco| B| PREMISE| ADDITION| SUPPORT| -1
se| I| PREMISE| ADDITION| SUPPORT| -1
enseña| I| PREMISE| ADDITION| SUPPORT| -1
en| I| PREMISE| ADDITION| SUPPORT| -1
los| I| PREMISE| ADDITION| SUPPORT| -1
colegios| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
pocos| I| PREMISE| ADDITION| SUPPORT| -1
padres| I| PREMISE| ADDITION| SUPPORT| -1
se| I| PREMISE| ADDITION| SUPPORT| -1
lo| I| PREMISE| ADDITION| SUPPORT| -1
inculcan| I| PREMISE| ADDITION| SUPPORT| -1
a| I| PREMISE| ADDITION| SUPPORT| -1
sus| I| PREMISE| ADDITION| SUPPORT| -1
hijos| I| PREMISE| ADDITION| SUPPORT| -1
.| O| NA| NA| NA| 0
Una| B| PREMISE| EXEMPLIFICATION| SUPPORT| -3
campaña| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
potente| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
ayude| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
concierciarnos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
ciudad| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
se| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
ensucia| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
sola| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
si| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
ensucian| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
malos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
ciudadanos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
me| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
parece| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
primordial| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
.| O| NA| NA| NA| 0

Más| B| CLAIM| NA| NA| 0
limpieza| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
Puente| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
Vallecas| I| CLAIM| NA| NA| 0
pero| I| CLAIM| NA| NA| 0
tb| I| CLAIM| NA| NA| 0
multas| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
infractores| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Es| B| PREMISE| REASON| SUPPORT| -1
increible| I| PREMISE| REASON| SUPPORT| -1
ver| I| PREMISE| REASON| SUPPORT| -1
como| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
gente| I| PREMISE| REASON| SUPPORT| -1
tira| I| PREMISE| REASON| SUPPORT| -1
todo| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
calle| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Los| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
paquetes| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
tabaco| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
vacios| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
envases| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
las| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
cáscaras| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
frutas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
increible| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| B| CLAIM| NA| NA| 0
digo| I| CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
multas| I| CLAIM| NA| NA| 0
porque| O| NA| NA| NA| 0
parece| B| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
es| I| PREMISE| REASON| SUPPORT| -1
lo| I| PREMISE| REASON| SUPPORT| -1
único| I| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
entendemos| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0

Propongo| B| CLAIM| NA| NA| 0
hacer| I| CLAIM| NA| NA| 0
como| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
playas| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
banderas| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
categoría| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
limpieza| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
distritos| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| B| PREMISE| GOAL| SUPPORT| -1
vecinos| I| PREMISE| GOAL| SUPPORT| -1
que| I| PREMISE| GOAL| SUPPORT| -1
menos| I| PREMISE| GOAL| SUPPORT| -1
cuiden| I| PREMISE| GOAL| SUPPORT| -1
sus| I| PREMISE| GOAL| SUPPORT| -1
barrios| I| PREMISE| GOAL| SUPPORT| -1
se| I| PREMISE| GOAL| SUPPORT| -1
den| I| PREMISE| GOAL| SUPPORT| -1
cuenta| I| PREMISE| GOAL| SUPPORT| -1
de| I| PREMISE| GOAL| SUPPORT| -1
lo| I| PREMISE| GOAL| SUPPORT| -1
descuidado| I| PREMISE| GOAL| SUPPORT| -1
que| I| PREMISE| GOAL| SUPPORT| -1
lo| I| PREMISE| GOAL| SUPPORT| -1
tienen| I| PREMISE| GOAL| SUPPORT| -1
,| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
vez| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
premiar| B| PREMISE| GOAL| SUPPORT| -2
aquellas| I| PREMISE| GOAL| SUPPORT| -2
personas| I| PREMISE| GOAL| SUPPORT| -2
que| I| PREMISE| GOAL| SUPPORT| -2
tienen| I| PREMISE| GOAL| SUPPORT| -2
perfectamente| I| PREMISE| GOAL| SUPPORT| -2
cuidados| I| PREMISE| GOAL| SUPPORT| -2
sus| I| PREMISE| GOAL| SUPPORT| -2
terrazas| I| PREMISE| GOAL| SUPPORT| -2
y| I| PREMISE| GOAL| SUPPORT| -2
balcones| I| PREMISE| GOAL| SUPPORT| -2
con| I| PREMISE| GOAL| SUPPORT| -2
maravillosas| I| PREMISE| GOAL| SUPPORT| -2
plantas| I| PREMISE| GOAL| SUPPORT| -2
.| O| NA| NA| NA| 0

Muy| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
tu| I| CLAIM| NA| NA| 0
propuesta| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
incluye| B| PREMISE| OPPOSITION| ATTACK| -1
un| I| PREMISE| OPPOSITION| ATTACK| -1
punto| I| PREMISE| OPPOSITION| ATTACK| -1
en| I| PREMISE| OPPOSITION| ATTACK| -1
el| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
diga| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
:| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
suprima| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
tasa| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
basuras| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Empezaron| B| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
cobrarla| I| PREMISE| REASON| SUPPORT| -1
hace| I| PREMISE| REASON| SUPPORT| -1
ya| I| PREMISE| REASON| SUPPORT| -1
unos| I| PREMISE| REASON| SUPPORT| -1
años| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
desde| I| PREMISE| REASON| SUPPORT| -1
entonces| I| PREMISE| REASON| SUPPORT| -1
Madrid| I| PREMISE| REASON| SUPPORT| -1
está| I| PREMISE| REASON| SUPPORT| -1
mucho| I| PREMISE| REASON| SUPPORT| -1
más| I| PREMISE| REASON| SUPPORT| -1
sucio| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
con| I| PREMISE| REASON| SUPPORT| -1
lo| I| PREMISE| REASON| SUPPORT| -1
cual| I| PREMISE| REASON| SUPPORT| -1
intuyo| I| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
esa| I| PREMISE| REASON| SUPPORT| -1
tasa| I| PREMISE| REASON| SUPPORT| -1
es| I| PREMISE| REASON| SUPPORT| -1
para| I| PREMISE| REASON| SUPPORT| -1
sacarnos| I| PREMISE| REASON| SUPPORT| -1
los| I| PREMISE| REASON| SUPPORT| -1
cuartos| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Un| O| NA| NA| NA| 0
saludo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
tienes| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
apoyo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Si| O| NA| NA| NA| 0
la| B| PREMISE| CONDITION| SUPPORT| 1
propuesta| I| PREMISE| CONDITION| SUPPORT| 1
se| I| PREMISE| CONDITION| SUPPORT| 1
basa| I| PREMISE| CONDITION| SUPPORT| 1
,| I| PREMISE| CONDITION| SUPPORT| 1
en| I| PREMISE| CONDITION| SUPPORT| 1
que| I| PREMISE| CONDITION| SUPPORT| 1
las| I| PREMISE| CONDITION| SUPPORT| 1
cacas| I| PREMISE| CONDITION| SUPPORT| 1
de| I| PREMISE| CONDITION| SUPPORT| 1
los| I| PREMISE| CONDITION| SUPPORT| 1
perros| I| PREMISE| CONDITION| SUPPORT| 1
vas| I| PREMISE| CONDITION| SUPPORT| 1
a| I| PREMISE| CONDITION| SUPPORT| 1
limpiarlas| I| PREMISE| CONDITION| SUPPORT| 1
tú| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
la| B| CLAIM| NA| NA| 0
voto| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
difundo| I| CLAIM| NA| NA| 0
;| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
se| B| PREMISE| CONDITION| SUPPORT| 1
basa| I| PREMISE| CONDITION| SUPPORT| 1
en| I| PREMISE| CONDITION| SUPPORT| 1
multar| I| PREMISE| CONDITION| SUPPORT| 1
,| I| PREMISE| CONDITION| SUPPORT| 1
tasar| I| PREMISE| CONDITION| SUPPORT| 1
con| I| PREMISE| CONDITION| SUPPORT| 1
impuestos| I| PREMISE| CONDITION| SUPPORT| 1
o| I| PREMISE| CONDITION| SUPPORT| 1
dañar| I| PREMISE| CONDITION| SUPPORT| 1
en| I| PREMISE| CONDITION| SUPPORT| 1
cualquier| I| PREMISE| CONDITION| SUPPORT| 1
forma| I| PREMISE| CONDITION| SUPPORT| 1
a| I| PREMISE| CONDITION| SUPPORT| 1
los| I| PREMISE| CONDITION| SUPPORT| 1
tenedores| I| PREMISE| CONDITION| SUPPORT| 1
de| I| PREMISE| CONDITION| SUPPORT| 1
mascotas| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
mira| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
imprimes| B| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
propuesta| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
haces| I| CLAIM| NA| NA| 0
un| I| CLAIM| NA| NA| 0
canutillo| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
te| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
metes| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
luego| I| CLAIM| NA| NA| 0
si| I| CLAIM| NA| NA| 0
quieres| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
defecas| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
vía| I| CLAIM| NA| NA| 0
pública| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
recoges| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
tiras| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
papelera| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Para| O| NA| NA| NA| 0
propuestas| B| PREMISE| GOAL| SUPPORT| 1
creadas| I| PREMISE| GOAL| SUPPORT| 1
por| I| PREMISE| GOAL| SUPPORT| 1
un| I| PREMISE| GOAL| SUPPORT| 1
animal| I| PREMISE| GOAL| SUPPORT| 1
de| I| PREMISE| GOAL| SUPPORT| 1
bellota| I| PREMISE| GOAL| SUPPORT| 1
,| O| NA| NA| NA| 0
el| B| CLAIM| NA| NA| 0
mismo| I| CLAIM| NA| NA| 0
tipo| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
soluciones| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

Me| B| PREMISE| NA| NA| 0
parece| I| PREMISE| NA| NA| 0
que| I| PREMISE| NA| NA| 0
no| I| PREMISE| NA| NA| 0
te| I| PREMISE| NA| NA| 0
has| I| PREMISE| NA| NA| 0
leído| I| PREMISE| NA| NA| 0
la| I| PREMISE| NA| NA| 0
propuesta| I| PREMISE| NA| NA| 0
.| O| NA| NA| NA| 0
Pero| O| NA| NA| NA| 0
si| B| PREMISE| OPPOSITION| ATTACK| -1
solo| I| PREMISE| OPPOSITION| ATTACK| -1
querías| I| PREMISE| OPPOSITION| ATTACK| -1
dejar| I| PREMISE| OPPOSITION| ATTACK| -1
constancia| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
tu| I| PREMISE| OPPOSITION| ATTACK| -1
exquisita| I| PREMISE| OPPOSITION| ATTACK| -1
buena| I| PREMISE| OPPOSITION| ATTACK| -1
educación| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
lo| I| PREMISE| OPPOSITION| ATTACK| -1
mejor| I| PREMISE| OPPOSITION| ATTACK| -1
este| I| PREMISE| OPPOSITION| ATTACK| -1
no| I| PREMISE| OPPOSITION| ATTACK| -1
es| I| PREMISE| OPPOSITION| ATTACK| -1
el| I| PREMISE| OPPOSITION| ATTACK| -1
foro| I| PREMISE| OPPOSITION| ATTACK| -1
apropiado| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
ahórrate| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
respuesta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Gracias| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Propuesta| O| NA| NA| NA| 0
leída| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
reitero| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
dicho| O| NA| NA| NA| 0
anteriormente| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
tú| B| PREMISE| CONDITION| SUPPORT| 1
quieres| I| PREMISE| CONDITION| SUPPORT| 1
aprovechar| I| PREMISE| CONDITION| SUPPORT| 1
cada| I| PREMISE| CONDITION| SUPPORT| 1
comentario| I| PREMISE| CONDITION| SUPPORT| 1
que| I| PREMISE| CONDITION| SUPPORT| 1
hay| I| PREMISE| CONDITION| SUPPORT| 1
escrito| I| PREMISE| CONDITION| SUPPORT| 1
en| I| PREMISE| CONDITION| SUPPORT| 1
esta| I| PREMISE| CONDITION| SUPPORT| 1
propuesta| I| PREMISE| CONDITION| SUPPORT| 1
para| I| PREMISE| CONDITION| SUPPORT| 1
publicitar| I| PREMISE| CONDITION| SUPPORT| 1
tonterías| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
primero| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
te| B| CLAIM| NA| NA| 0
has| I| CLAIM| NA| NA| 0
equivocado| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
persona| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
segundo| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
nunca| I| CLAIM| NA| NA| 0
he| I| CLAIM| NA| NA| 0
abierto| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
carteros| I| CLAIM| NA| NA| 0
comerciales| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
mi| I| CLAIM| NA| NA| 0
domicilio| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
